-23.693319699117794,-47.065253171910165
-23.69318573684207,-47.0658197140259
-23.693625950334695,-47.06666001221171
-23.69354209605163,-47.06617827934267
-23.693490549171006,-47.06665788008129
-23.69332898748098,-47.06523370942192
-23.693465696793904,-47.065137817301846
-23.69370052014921,-47.06445520751074
-23.69365342494004,-47.0646015319758
-23.693742384798075,-47.06470097499777
-23.6931661052614,-47.06390756383655
-23.69352063878711,-47.064403356268336
-23.693385891182043,-47.0643522150975
-23.693472235986167,-47.06464770336847
-23.693480734619214,-47.06401055499158
-23.69343102496998,-47.06435292500979
-23.69343167870959,-47.06430391361301
-23.6933878523502,-47.06420518095234
-23.693375429262947,-47.065136396937085
-23.693426448358785,-47.06469600473791
-23.69335514800477,-47.06665574796674
-23.69347615875764,-47.06435363492385
-23.693468966583755,-47.064892760357196
-23.69333552694135,-47.06474359602856
-23.69344934203308,-47.06636310136383
-23.69344476096433,-47.06670618070363
-23.69322301899306,-47.06640855961741
-23.693020898180567,-47.064640603297704
-23.694249967255168,-47.067258101829125
-23.69340289950611,-47.06646041340362
-23.693383929874415,-47.0644992492268
-23.693192278120275,-47.06532960134889
-23.69329170086732,-47.06464486331902
-23.693567080075887,-47.06430604330999
-23.693155645685493,-47.064691744583925
-23.693383929874415,-47.0644992492268
-23.693200779465084,-47.064692454605186
-23.693202087131823,-47.064594432002785
-23.693101356541785,-47.06537719211266
-23.693356456922462,-47.066557725370814
-23.693383929874415,-47.0644992492268
-23.69331655823674,-47.0661649243835
-23.69324787472544,-47.06454613067149
-23.69324068194637,-47.06508525510188
-23.69347681249864,-47.06430462351023
-23.69333879609038,-47.06449853926578
-23.693425140616107,-47.06479402750151
-23.693427102206872,-47.06464699335346
-23.693246567086906,-47.06464415331106
-23.69333944987369,-47.06444952790794
-23.69342775603947,-47.06459798196726
-23.69333683464745,-47.06464557332873
-23.69338262225851,-47.06459727197084
-23.69342775603947,-47.06459798196726
-23.69344934203308,-47.06636310136383
-23.693519331224827,-47.06450137912039
-23.69347550500114,-47.064402646335694
-23.69389675265442,-47.0666642765202
-23.69324722091392,-47.06459514199216
-23.69369201961229,-47.06509235677507
-23.693838536537488,-47.064261291201554
-23.693926189062207,-47.06445875731978
-23.693609598790346,-47.06450279905827
-23.693385237428334,-47.06440122647569
-23.693333565265963,-47.06489063006508
-23.693319699117794,-47.065253171910165
-23.693716859974163,-47.063229919626856
-23.69312162504959,-47.06385784279139
-23.69340222998816,-47.063126930069984
-23.69376460727088,-47.06303458293359
-23.693372525088154,-47.06264605057867
-23.69336234628497,-47.06611662360184
-23.6917250979226,-47.067022249298404
-23.69168061873985,-47.06697252786555
-23.690325297906707,-47.0670492263287
-23.690728883200087,-47.06725166422272
-23.688774384298295,-47.06825030132306
-23.691040891332072,-47.06755070245553
-23.6887914054253,-47.066976052762975
-23.689675093580014,-47.06841155320726
-23.68861998584809,-47.06966944241189
-23.689836025488233,-47.06650229859049
-23.690152616049435,-47.066458262244225
-23.691282268327043,-47.06637800489864
-23.69028474543017,-47.06670544459686
-23.6892335786942,-47.06766929578032
-23.68871615032062,-47.069229780279585
-23.688669706279065,-47.06932708778255
-23.689103414516474,-47.06727508558869
-23.68910472360558,-47.06717706620495
-23.68954886000439,-47.067723282048966
-23.689236851941477,-47.06742424712599
-23.6890732883614,-47.069529529465875
-23.688633088855006,-47.06868925335105
-23.688642912043047,-47.06795411109187
-23.68964567381998,-47.06723460508526
-23.6882700542884,-47.06883059147187
-23.688451899087603,-47.068735417799644
-23.689595957793266,-47.06757696340504
-23.68932188198605,-47.06781774687965
-23.68959857634281,-47.0673809239327
-23.689282640270235,-47.067375948201516
-23.688913059535917,-47.068007386659126
-23.689644364666375,-47.06733262486919
-23.689275307816267,-47.06792485733407
-23.68959857634281,-47.0673809239327
-23.688773729430398,-47.06829931085923
-23.688374073954993,-47.067802816988674
-23.687207143115728,-47.067294243709625
-23.687302646257,-47.066903592961644
-23.68856377330141,-47.067119527980694
-23.68809082954553,-47.06872972784193
-23.689427858714915,-47.06664293338373
-23.689827517830786,-47.067139428278686
-23.689183861789335,-47.068011652793636
-23.68863570871268,-47.06849321545412
-23.689482806264202,-47.06590849603747
-23.6888626870464,-47.068398752222606
-23.689048460663905,-47.06800951971844
-23.689060244392994,-47.06712734578992
-23.68906482559856,-47.06678427799664
-23.68955671545032,-47.06713516381266
-23.689145275245007,-47.06752084487401
-23.693257025784753,-47.06724246158938
-23.67458089321532,-46.96070207076763
-23.672264814028775,-46.96320652652561
-23.672262826087515,-46.963363347496
-23.670049630115813,-46.96700639851801
-23.669877794936024,-46.96631761785477
-23.69328581571424,-47.065085965261275
-23.692425658155884,-47.06526851651756
-23.69269515268595,-47.06537079989659
-23.69388038553394,-47.06788956342128
-23.69329039316401,-47.0647428859852
-23.693514754268655,-47.06484445904705
-23.692555826838834,-47.06566273539314
-23.69425258588415,-47.06706205536887
-23.6928835352928,-47.06478550685319
-23.69268075982502,-47.066449043442795
-23.693310014282122,-47.06665503726542
-23.693984401992523,-47.06686174408337
-23.693705089282602,-47.06749462770942
-23.69384900085239,-47.06685961170869
-23.693533064848825,-47.06685463622954
-23.693048372925617,-47.06596461642378
-23.6929221295815,-47.065276328758976
-23.69376722050161,-47.062838536674505
-23.693293008508647,-47.0645468406458
-23.693728618650486,-47.062347711668735
-23.69385160801616,-47.06328105983203
-23.694167675406074,-47.06327622444646
-23.729839198240214,-47.117403154381044
-23.729287483389296,-47.11681563688464
-23.729743905599182,-47.11645035156232
-23.730886568248607,-47.115419470290945
-23.730221155156272,-47.11786044327064
-23.730192138532377,-47.116683150463345
-23.729649882491106,-47.11672342384607
-23.729153429772538,-47.11671540314429
-23.73085770490846,-47.11752749157191
-23.729735447207112,-47.11706804537008
-23.729374390772577,-47.11706221113781
-23.728701437824462,-47.11675713471787
-23.7288422037475,-47.11636713825546
-23.729108968967815,-47.116665650916175
-23.731806149139295,-47.117493787051714
-23.731888352979155,-47.1180835351503
